"PLACE_NAME","PLACE_TYPE","LATITUDE","LONGITUDE","COUNT(*)"
"Play-house yard in the parish of St. Luke's","crimeLocation","51.50853","-0.12574","1"
"Play-house-yard","crimeLocation","51.50853","-0.12574","2"
"Playhouse in Drury-Lane","crimeLocation","51.51278","-0.12038","2"
"Playhouse-yard","crimeLocation","51.51273","-0.10281","5"
"Playhouse-yard, St. Luke's","crimeLocation","51.50853","-0.12574","2"
"Pleasant-place, Holloway","crimeLocation","51.55237","-0.12497","1"
"Pleasant-row, Camden-town","crimeLocation","51.54057","-0.14334","1"
"Pleasant-row, Mile-and Old-town, Stepney","crimeLocation","51.5175","-0.04292","2"
"Pleasant-row, Pentonville","crimeLocation","51.50853","-0.12574","2"
"Plough Court, Clement's Lane","crimeLocation","51.51175","-0.08677","2"
"Plough-Alley, Wapping","crimeLocation","51.50506","-0.05682","1"
"Plough-alley","crimeLocation","51.50853","-0.12574","1"
"Plough-court, Fetter-lane","crimeLocation","51.50853","-0.12574","6"
"Plough-court, Seething-lane","crimeLocation","51.50853","-0.12574","1"
"Plough-court, St. Clements","crimeLocation","51.50853","-0.12574","2"
"Plough-yard, Whitcross-street","crimeLocation","51.50853","-0.12574","1"
"Plumb-tree-court, Shoe-lane","crimeLocation","51.50853","-0.12574","1"
"Plumber's-place, Clerkenwell","crimeLocation","51.52438","-0.11022","2"
"Plumber's-row, City-road","crimeLocation","51.50853","-0.12574","1"
"Plumber's-row, Commercial-road","crimeLocation","51.50853","-0.12574","2"
"Plumbree-street, Bloomsbury","crimeLocation","51.52228","-0.12252","1"
"Plumbtree court","crimeLocation","51.50853","-0.12574","1"
"Plumbtree-court, Shoe-lane","crimeLocation","51.50853","-0.12574","2"
"Plumbtree-street, St. Giles's","crimeLocation","51.50853","-0.12574","2"
"Plummer's-court, St. Giles's","crimeLocation","51.50853","-0.12574","2"
"Plumptree-Court, in Shoe lane","crimeLocation","51.50853","-0.12574","1"
"Plumtree-court, Shoe-lane, Holborn","crimeLocation","51.51753","-0.12045","1"
"Poets-gallery, Fleet-street","crimeLocation","51.50853","-0.12574","1"
"Poland-street","crimeLocation","51.515708","-0.137644","6"
"Poland-street, Oxford-street","crimeLocation","51.51475","-0.14608","2"
"Pollard's-row, Bethnal-green","crimeLocation","51.52718","-0.06109","2"
"Pon's coffee-house in Castle-street","crimeLocation","51.50853","-0.12574","1"
"Pond-street, Hampstead","crimeLocation","51.554193","-0.164981","2"
"Ponder's End","crimeLocation","51.644351","-0.040375","2"
"Ponder's-end","crimeLocation","51.644351","-0.040375","3"
"Ponder's-end, in the parish of Enfield","crimeLocation","51.65147","-0.08497","1"
"Pontefract Castle public-house, at the corner of Chapel-street, New-road","crimeLocation","18.18932","-77.93605","1"
"Poor Jewry-lane","crimeLocation","51.50853","-0.12574","4"
"PoorJewry lane","crimeLocation","51.50853","-0.12574","2"
"Pope's Head Tavern","crimeLocation","51.50853","-0.12574","1"
"Pope's Head-alley","crimeLocation","51.50853","-0.12574","1"
"Pope's Head-alley, Cornhill","crimeLocation","51.51336","-0.08597","1"
"Pope's-Court, in Bell-Yard","crimeLocation","51.50853","-0.12574","2"
"Popin's Alley, Fleet-street","crimeLocation","51.50853","-0.12574","1"
"Poplar","crimeLocation","51.511181","-0.014388","15"
"Poplar-gut house","crimeLocation","51.50853","-0.12574","2"
"Poplar-place, Pancras","crimeLocation","51.50853","-0.12574","3"
"Poppin's-alley, near Fleet-market","crimeLocation","","","2"
"Poppin's-court, Fleet-street","crimeLocation","51.50853","-0.12574","1"
"Poppins-court, Fleet-street","crimeLocation","51.50853","-0.12574","1"
"Port of London","crimeLocation","51.50853","-0.12574","2"
"Portabella passage","crimeLocation","51.50853","-0.12574","3"
"Porter's Key","crimeLocation","51.50853","-0.12574","1"
"Porter's-Key","crimeLocation","","","2"
"Porter's-key","crimeLocation","51.50853","-0.12574","3"
"Porter's-quay gateway","crimeLocation","51.50853","-0.12574","1"
"Porter-street, Newport-market","crimeLocation","51.50853","-0.12574","3"
"Porter-street, St. Ann's, Soho","crimeLocation","51.5144","-0.13535","1"
"Porters-Key","crimeLocation","51.50853","-0.12574","1"
"Portland Arms, public-house, in Upper Berkley-street","crimeLocation","51.50853","-0.12574","1"
"Portland Square","crimeLocation","51.505659","-0.060976","2"
"Portland street","crimeLocation","51.483454","-0.088144","1"
"Portland-mews","crimeLocation","51.514476","-0.136426","1"
"Portland-place","crimeLocation","51.52052","-0.145341","9"
"Portland-road, Regent's-park","crimeLocation","51.50853","-0.12574","1"
"Portland-square","crimeLocation","51.505659","-0.060976","1"
"Portland-street","crimeLocation","51.483364","-0.088018","1"
"Portland-street, Cavendish-square","crimeLocation","51.50853","-0.12574","1"
"Portland-street, Mary-le-bon parish","crimeLocation","51.50853","-0.12574","1"
"Portland-street, Soho","crimeLocation","51.5144","-0.13535","2"
"Portland-town","crimeLocation","51.54102","-0.077472","5"
"Portman-green, Edgware-road","crimeLocation","51.50853","-0.12574","1"
"Portman-mews","crimeLocation","51.50853","-0.12574","2"
"Portman-square","crimeLocation","51.515083","-0.156305","6"
"Portman-square, in the parish of St. Marylebone","crimeLocation","51.52541","-0.16806","1"
"Portman-street","crimeLocation","51.514509","-0.156328","4"
"Portman-street, Portman-square","crimeLocation","51.50853","-0.12574","1"
"Porto-Bello-passage, Lisle-street","crimeLocation","51.50853","-0.12574","2"
"Portpool-lane","crimeLocation","51.520978","-0.111329","7"
"Portpool-lane, Gray's Inn-lane","crimeLocation","51.50853","-0.12574","1"
"Portugal-street","crimeLocation","51.514847","-0.116308","4"
"Portugal-street, Lincoln's-Innfields","crimeLocation","51.50853","-0.12574","1"
"Portugal-street, Lincolns-inn-fields, in the parish of St. Clement Danes","crimeLocation","46.21667","24.7","1"
"Portuguese-chapel","crimeLocation","51.50853","-0.12574","2"
"Post-Office-Yard","crimeLocation","51.50853","-0.12574","2"
"Post-boy at Ludgate","crimeLocation","51.50853","-0.12574","1"
"Postern-row, Tower-hill","crimeLocation","51.50853","-0.12574","2"
"Potterhill, North Mims, Hertfordshire","crimeLocation","51.50853","-0.12574","1"
"Potters-bar","crimeLocation","51.50853","-0.12574","1"
"Poulterer's-arms","crimeLocation","51.50853","-0.12574","1"
"Poulterers' Arms, in Seymour-street","crimeLocation","51.50853","-0.12574","1"
"Poultney-street","crimeLocation","51.50853","-0.12574","1"
"Poultrey","crimeLocation","51.50853","-0.12574","2"
"Poultry","crimeLocation","51.55567","-0.213815","38"
"Poultry","defendantHome","51.55567","-0.213815","4"
"Poultry Church","crimeLocation","51.50853","-0.12574","1"
"Poultry Compter","crimeLocation","51.50853","-0.12574","3"
"Poultry, by the King's Arms tavern","crimeLocation","51.50853","-0.12574","1"
"Poultry, facing the Old Jury","crimeLocation","51.50853","-0.12574","2"
"Pound, at Westminster","crimeLocation","51.5","-0.11667","1"
"Pound-lane","crimeLocation","51.54792","-0.240316","1"
"Powell-street, East","crimeLocation","51.52332","-0.03888","2"
"Powis-wells","crimeLocation","51.50853","-0.12574","1"
"Prague-street, Paddington","crimeLocation","51.51558","-0.1763","1"
"Pratt-street, Camden-town","crimeLocation","51.537343","-0.140519","1"
"Precinct of Norton Falgate","defendantHome","51.50853","-0.12574","2"
"Precinct of St Catherine's","defendantHome","51.50853","-0.12574","3"
"Precinct of St Catherines","defendantHome","51.50853","-0.12574","2"
"Precinct of St Katherines","defendantHome","51.50853","-0.12574","2"
"Precinct of St. Catharine","defendantHome","51.50853","-0.12574","1"
"Precinct of St. Catharines","defendantHome","51.50853","-0.12574","1"
"Precinct of St. Catherine's","defendantHome","51.50853","-0.12574","1"
"Precinct of St. Catherines","defendantHome","51.50853","-0.12574","2"
"Precinct of St. Katharines","defendantHome","51.50853","-0.12574","2"
"Precinct of St. Katherine","defendantHome","51.50853","-0.12574","1"
"Precinct of St. Katherine's","defendantHome","51.50853","-0.12574","4"
"Precinct of St. Katherines","defendantHome","51.50853","-0.12574","2"
"Precinct of White-Fryars, in the Ward of Farringdon without","defendantHome","51.50853","-0.12574","2"
"Precinct of the Savoy","defendantHome","51.50853","-0.12574","2"
"Precinct of the Trinity, Minories","defendantHome","51.50853","-0.12574","2"
"Prescot Street, Goodman's Fields","crimeLocation","51.50853","-0.12574","1"
"Prescot street, Goodman's-fields","crimeLocation","51.50853","-0.12574","2"
"Prescot-street, Goodman's-fields","crimeLocation","51.50853","-0.12574","2"
"Prescot-street, Whitechapel","crimeLocation","51.511647","-0.070887","1"
"President-street East, City-road","crimeLocation","51.50853","-0.12574","1"
"President-street east, Goswell-road","crimeLocation","51.50853","-0.12574","1"
"Primrose-street","crimeLocation","51.51979","-0.078966","2"
"Primrose-street, Bishopsgate Without","crimeLocation","51.50853","-0.12574","1"
"Prince Eugene, Chelsea","crimeLocation","51.48755","-0.16936","1"
"Prince Toms","crimeLocation","51.50853","-0.12574","1"
"Prince William Henry, a publick house, at Charing cross","crimeLocation","51.50848","-0.12493","1"
"Prince of Orange","crimeLocation","51.495026","-0.051037","1"
"Prince of Wales public-house, Hermitage-street","crimeLocation","51.50853","-0.12574","1"
"Prince's Gate","crimeLocation","51.501678","-0.172018","2"
"Prince's Head in Tyburn-Road","crimeLocation","51.50853","-0.12574","2"
"Prince's street","crimeLocation","51.367636","-0.182745","4"
"Prince's street, Aldermanbury","crimeLocation","51.51625","-0.09299","1"
"Prince's-court, Hedge-lane","crimeLocation","51.50853","-0.12574","2"
"Prince's-court, Moor-lane","crimeLocation","51.50853","-0.12574","1"
"Prince's-place, Commercial-road","crimeLocation","51.50853","-0.12574","1"
"Prince's-street","crimeLocation","51.367636","-0.182745","3"
"Prince's-street, Barbican","crimeLocation","51.51988","-0.09446","1"
"Prince's-street, Hanover-square","crimeLocation","51.50853","-0.12574","1"
"Prince's-street, Leicester-fields","crimeLocation","51.50853","-0.12574","2"
"Prince's-street, Soho","crimeLocation","51.5144","-0.13535","1"
"Prince's-street, Westminser","crimeLocation","51.50853","-0.12574","2"
"Prince's-street, Westminster","crimeLocation","51.514461","-0.14282","1"
"Prince's-street, by the Bank","crimeLocation","51.50853","-0.12574","1"
"Princes Square, Ratcliff highway","crimeLocation","51.50853","-0.12574","2"
"Princes Street Leicester Fields","crimeLocation","51.50853","-0.12574","1"
"Princes Street, Cavendish Square","crimeLocation","51.50853","-0.12574","1"
"Princes-Street, Hanover-Square","crimeLocation","","","1"
"Princes-Street, Leicester Fields","crimeLocation","51.50853","-0.12574","1"
"Princes-court, Drury-lane","crimeLocation","51.51278","-0.12038","1"
"Princes-place, St. George's","crimeLocation","51.50853","-0.12574","2"
"Princes-place, Westminster","crimeLocation","51.50678","-0.137237","1"
"Princes-row, Mile-end, New-town","crimeLocation","51.50853","-0.12574","1"
"Princes-row, Pimlico","crimeLocation","51.48897","-0.13699","1"
"Princes-row, St. Giles's","crimeLocation","51.50853","-0.12574","2"
"Princes-square","crimeLocation","51.513345","-0.190769","2"
"Princes-street","crimeLocation","51.367636","-0.182745","6"
"Princes-street Lothbury","crimeLocation","51.50853","-0.12574","2"
"Princes-street near Stocks Market","crimeLocation","51.507265","-0.127833","2"
"Princes-street, Bank","crimeLocation","51.50853","-0.12574","1"
"Princes-street, Bateman's-row","crimeLocation","51.50853","-0.12574","3"
"Princes-street, Cavendish-square","crimeLocation","51.50853","-0.12574","1"
"Princes-street, Drury-lane","crimeLocation","51.51278","-0.12038","4"
"Princes-street, Hanover-square","crimeLocation","51.50853","-0.12574","2"
"Princes-street, Leather-lane","crimeLocation","51.50853","-0.12574","2"
"Princes-street, Leicester-square","crimeLocation","51.50853","-0.12574","2"
"Princes-street, Lisson-grove","crimeLocation","51.50853","-0.12574","1"
"Princes-street, Oxford-street","crimeLocation","51.51475","-0.14608","1"
"Princes-street, Piccadilly","crimeLocation","51.50853","-0.12574","2"
"Princes-street, Rosemary-lane","crimeLocation","51.50853","-0.12574","1"
"Princes-street, Soho","crimeLocation","51.5144","-0.13535","6"
"Princes-street, Spital fields","crimeLocation","51.50853","-0.12574","2"
"Princes-street, Spitalfields","crimeLocation","51.5202","-0.07436","1"
"Princes-street, Westminster","crimeLocation","51.514461","-0.14282","2"
"Princes-street, near Barbican","crimeLocation","51.51988","-0.09446","2"
"Princess-street","crimeLocation","51.495469","-0.102615","2"
"Princess-street, Leicester-square","crimeLocation","51.50853","-0.12574","1"
"Prospect Cottages, Barnsbury-park, Islington","crimeLocation","51.53622","-0.10304","2"
"Prospect-place, Ball's-pond","crimeLocation","51.50853","-0.12574","1"
"Prospect-place, Edgeware-road","crimeLocation","51.50853","-0.12574","1"
"Prospect-row, Hackney","crimeLocation","51.540585","-0.063187","2"
"Providence-court, George-street, Grosvenor-square","crimeLocation","51.50853","-0.12574","1"
"Providence-place","crimeLocation","51.594178","0.146221","2"
"Providence-row","crimeLocation","51.517005","-0.071483","1"
"Providence-row, Finsbury","crimeLocation","51.52793","-0.10719","1"
"Providence-row, Finsbury-square","crimeLocation","51.50853","-0.12574","3"
"Providence-street, City-road","crimeLocation","51.50853","-0.12574","1"
"Provost-street, City-road","crimeLocation","51.50853","-0.12574","1"
"Prujean-square, Old Bailey","crimeLocation","51.51583","-0.10191","1"
"Pudding-lane","crimeLocation","51.50853","-0.12574","4"
"Puddle-dock","crimeLocation","51.51162","-0.10184","4"
"Puddle-dock-hill","crimeLocation","51.50853","-0.12574","1"
"Puddledock in176610220012 Thames street","crimeLocation","51.50853","-0.12574","2"
"Pulteney-court","crimeLocation","51.50853","-0.12574","1"
"Pulteney-court, St. James'","crimeLocation","51.50853","-0.12574","1"
"Pump Court","crimeLocation","51.50853","-0.12574","1"
"Pump-court","crimeLocation","51.50853","-0.12574","1"
"Pump-court, Middle Temple","crimeLocation","51.50853","-0.12574","1"
"Pump-court, Westminster","crimeLocation","51.5","-0.11667","2"
"Pump-row. Old-street -road","crimeLocation","51.50853","-0.12574","1"
"Punch-bowl","crimeLocation","51.509071","-0.149444","2"
"Punner","crimeLocation","51.50853","-0.12574","1"
"Punterson-place, Bethnal-green-road","crimeLocation","51.50853","-0.12574","1"
"Purim-place, Bethnall-green","crimeLocation","51.50853","-0.12574","1"
"Purpool-lane","crimeLocation","51.50853","-0.12574","2"
"Purpool-lane, by Gray's-inn-lane","crimeLocation","51.50853","-0.12574","1"
"Putney","crimeLocation","51.462552","-0.216746","3"
"Py'd Bull Alehouse in Vine street","crimeLocation","51.50853","-0.12574","2"
"Pye Corner","crimeLocation","51.50853","-0.12574","1"
"Pye Horse-court, Gray's Inn-lane","crimeLocation","51.50853","-0.12574","1"
"Pye-corner","crimeLocation","51.50853","-0.12574","1"
"Pye-street, Westminster","crimeLocation","51.5","-0.11667","3"
"Quadrant, Regent-street","crimeLocation","51.50853","-0.12574","4"
"Quadrant, Regent-street, in the parish of St. James'","crimeLocation","51.50853","-0.12574","1"
"Quadrant, in Regent-street","crimeLocation","51.50853","-0.12574","2"
"Quadrant, in the parish of St. James, Westminster","crimeLocation","51.5","-0.11667","1"
"Quaker's-street, Spital-fields","crimeLocation","51.50853","-0.12574","1"
"Quaker-street, in the parish of Christ Church, Spitalfields","crimeLocation","51.5202","-0.07436","2"
"Quality-court, Chancery-lane","crimeLocation","51.5161","-0.11203","2"
"Quebec-street","crimeLocation","51.50853","-0.12574","3"
"Quebeck-street","crimeLocation","51.50853","-0.12574","1"
"Queen Anne's-street, near Marybone","crimeLocation","","","2"
"Queen Elizabeth's Head, opposite to Hicks's Hall","crimeLocation","51.50853","-0.12574","2"
"Queen Street, Seven-Dials","crimeLocation","51.50853","-0.12574","1"
"Queen street, Cheapside","crimeLocation","51.51409","-0.09394","2"
"Queen's Gravel walk,","crimeLocation","51.50853","-0.12574","1"
"Queen's Head","crimeLocation","51.386376","-0.158713","2"
"Queen's Head in King-street, Tower-hill","crimeLocation","51.50853","-0.12574","1"
"Queen's Head public-house","crimeLocation","51.50853","-0.12574","1"
"Queen's Head public-house, Hoxton","crimeLocation","51.53544","-0.08841","2"
"Queen's Head, Billingsgate","crimeLocation","51.50853","-0.12574","1"
"Queen's Head, Billinsgate","crimeLocation","51.50853","-0.12574","2"
"Queen's Head, Darkhouse-lane","crimeLocation","51.50853","-0.12574","1"
"Queen's Head, Holborn","crimeLocation","51.528452","-0.118149","1"
"Queen's Head, at Knightsbridge","crimeLocation","51.50153","-0.16188","2"
"Queen's Head, in Dark-house-lane","crimeLocation","51.50853","-0.12574","1"
"Queen's Head, in Duke's-court, Bow-street, opposite Covent Garden Theatre","crimeLocation","51.51424","-0.12471","1"
