"PLACE_NAME","PLACE_TYPE","ID","DATESTAMP"
"Hoare's wharf, Hermitage-bridge","crimeLocation","t18121202-88","12/2/1812"
"Hoare's wharf, Hermitage-bridge","crimeLocation","t18121202-8","12/2/1812"
"No. 2, Queens-row, Pimlico","crimeLocation","t18121202-8","12/2/1812"
"No. 2, Queens-row, Pimlico","crimeLocation","t18121202-89","12/2/1812"
"Church-lane, St. Giles's","crimeLocation","t18121202-95","12/2/1812"
"Covent Garden market","crimeLocation","t18121202-96","12/2/1812"
"Carnaby-street","crimeLocation","t18121202-43","12/2/1812"
"Carnaby-street","crimeLocation","t18121202-4","12/2/1812"
"parish of St. James, Westminster","crimeLocation","t18121202-43","12/2/1812"
"parish of St. James, Westminster","crimeLocation","t18121202-4","12/2/1812"
"No. 10, Turk-street, Bethnal-green","crimeLocation","t18121202-47","12/2/1812"
"No. 10, Turk-street, Bethnal-green","crimeLocation","t18121202-4","12/2/1812"
"159, Upper Thames-street","crimeLocation","t18121202-58","12/2/1812"
"parish of Allhallows the Great","crimeLocation","t18121202-58","12/2/1812"
"under his Majesty, in the Savoy, in the Strand","crimeLocation","t18121202-11","12/2/1812"
"Mill-bank","crimeLocation","t18130113-106","1/13/1813"
"Ratcliffe-highway","crimeLocation","t18130113-94","1/13/1813"
"Fenchurch-street","crimeLocation","t18130113-12","1/13/1813"
"Chingford, in Essex","crimeLocation","t18130113-13","1/13/1813"
"Bride-lane, Fleet-street","crimeLocation","t18130113-24","1/13/1813"
"Thames-street","crimeLocation","t18130113-27","1/13/1813"
"Turnmill-street","crimeLocation","t18130113-28","1/13/1813"
"Strand bridge","crimeLocation","t18130113-34","1/13/1813"
"Nicholas-lane, Lombard-street","crimeLocation","t18130113-39","1/13/1813"
"Holywell-street, Shoreditch","crimeLocation","t18130113-4","1/13/1813"
"Laneham","crimeLocation","t18130113-103","1/13/1813"
"publican","crimeLocation","t18130113-52","1/13/1813"
"Northumberland-court","crimeLocation","t18130113-52","1/13/1813"
"the ship Commerce","crimeLocation","t18130113-53","1/13/1813"
"Wilkes-street, Spitalfields","crimeLocation","t18130113-82","1/13/1813"
"Petticoat-lane","crimeLocation","t18130113-86","1/13/1813"
"King of Prussia public-house","crimeLocation","t18130113-86","1/13/1813"
"Cock-hill, Ratcliffe","crimeLocation","t18130113-88","1/13/1813"
"St. Paul's Church-yard","crimeLocation","t18130113-109","1/13/1813"
"Piccadilly","crimeLocation","t18130217-67","2/17/1813"
"Gun public-house, Shoreditch","crimeLocation","t18130217-62","2/17/1813"
"Waggon and Horses public-house at Ealing","crimeLocation","t18130217-76","2/17/1813"
"Barbican","crimeLocation","t18130217-77","2/17/1813"
"Narrow-street, Limehouse","crimeLocation","t18130217-78","2/17/1813"
"Commercial-row, Poplar","crimeLocation","t18130217-90","2/17/1813"
"Commercial-row, Poplar","crimeLocation","t18130217-9","2/17/1813"
"St. Clement's church","crimeLocation","t18130217-97","2/17/1813"
"St. Clement's church","crimeLocation","t18130217-9","2/17/1813"
"Red Lion public-house, close to the London Dock","crimeLocation","t18130217-104","2/17/1813"
"Ludgate-hill","crimeLocation","t18130217-105","2/17/1813"
"Auction Mart, Threadneedle-street","crimeLocation","t18130217-14","2/17/1813"
"Aldgate High Street","crimeLocation","t18130217-15","2/17/1813"
"St. Botolph, Aldgate","crimeLocation","t18130217-15","2/17/1813"
"Chelsea","crimeLocation","t18130217-18","2/17/1813"
"New-road, just at the top of Quebec-street","crimeLocation","t18130217-24","2/17/1813"
"New-road, just at the top of Quebec-street","crimeLocation","t18130217-2","2/17/1813"
"Strand, in the parish of St. Clements Danes","crimeLocation","t18130217-42","2/17/1813"
"Hackney","crimeLocation","t18130217-46","2/17/1813"
"Ludgate-hill, in the parish of St. Martin, Ludgate","crimeLocation","t18130217-56","2/17/1813"
"Lower Gower's-mews, Gower-street","crimeLocation","t18130217-75","2/17/1813"
"Marybone park","crimeLocation","t18130407-142","4/7/1813"
"Dutchess-place, Portland-place","crimeLocation","t18130407-133","4/7/1813"
"26, High Holborn","crimeLocation","t18130407-154","4/7/1813"
"Wood-street, Lucas-street, Gray's-inn-lane","crimeLocation","t18130407-163","4/7/1813"
"Grosvenor-place","crimeLocation","t18130407-2","4/7/1813"
"49, Basinghall-street","crimeLocation","t18130407-2","4/7/1813"
"49, Basinghall-street","crimeLocation","t18130407-24","4/7/1813"
"Cheapside","crimeLocation","t18130407-30","4/7/1813"
"Aldersgate street","crimeLocation","t18130407-31","4/7/1813"
"the Three Suns in South Portman-mews, in Mary-le-bone parish","crimeLocation","t18130407-33","4/7/1813"
"Smithfield Bars","crimeLocation","t18130407-46","4/7/1813"
"Smithfield Bars","crimeLocation","t18130407-47","4/7/1813"
"15, Bucklersbury","crimeLocation","t18130407-51","4/7/1813"
"Court of King's Bench, Guildhall","crimeLocation","t18130407-52","4/7/1813"
"No. 2, Castle-court, Lawrence-lane","crimeLocation","t18130407-86","4/7/1813"
"Montague Mews North","crimeLocation","t18130407-98","4/7/1813"
"is No. 11, Montague-square, in the parish of Marybone","crimeLocation","t18130407-102","4/7/1813"
"Middle-row, St. Giles's","crimeLocation","t18130407-112","4/7/1813"
"Hale-street, Poplar","crimeLocation","t18130407-129","4/7/1813"
"Hatfield-street","crimeLocation","t18130407-147","4/7/1813"
"Edgeware-place","crimeLocation","t18130602-109","6/2/1813"
"Red Lion at Hack-bridge","crimeLocation","t18130602-84","6/2/1813"
"22, Brick-lane, Spitalfields","crimeLocation","t18130602-116","6/2/1813"
"22, Brick-lane, Spitalfields","crimeLocation","t18130602-11","6/2/1813"
"Tothill-fields","crimeLocation","t18130602-131","6/2/1813"
"No. 9, Clement's-inn","crimeLocation","t18130602-132","6/2/1813"
"Crown-street, Finsbury-square","crimeLocation","t18130602-15","6/2/1813"
"Sadlers Wells","crimeLocation","t18130602-161","6/2/1813"
"Westminster-bridge","crimeLocation","t18130602-163","6/2/1813"
"Dover-yard","crimeLocation","t18130602-164","6/2/1813"
"St. John-street","crimeLocation","t18130602-92","6/2/1813"
"No. 29. Palace-street, Pimlico","crimeLocation","t18130602-166","6/2/1813"
"Cheapside","crimeLocation","t18130602-27","6/2/1813"
"Cheapside","crimeLocation","t18130602-28","6/2/1813"
"63, Gracechurch-street","crimeLocation","t18130602-31","6/2/1813"
"Newgate-street","crimeLocation","t18130602-32","6/2/1813"
"Nightingale-lane","crimeLocation","t18130602-52","6/2/1813"
"Nightingale-lane","crimeLocation","t18130602-5","6/2/1813"
"No. 14, City-road","crimeLocation","t18130602-57","6/2/1813"
"No. 14, City-road","crimeLocation","t18130602-5","6/2/1813"
"St. George, Hanover-square","crimeLocation","t18130602-58","6/2/1813"
"St. George, Hanover-square","crimeLocation","t18130602-5","6/2/1813"
"the Minories","crimeLocation","t18130602-60","6/2/1813"
"No. 14, City-road","crimeLocation","t18130602-63","6/2/1813"
"Kensington Gardens","crimeLocation","t18130602-69","6/2/1813"
"the Poultry","crimeLocation","t18130602-11","6/2/1813"
"Marquis of Granby public-house in Gray's-inn-lane","crimeLocation","t18130714-2","7/14/1813"
"Lime-street","crimeLocation","t18130714-129","7/14/1813"
"St. Martin's Church-yard","crimeLocation","t18130714-2","7/14/1813"
"Perceval-street, in the parish of St. James, Clerkenwell","crimeLocation","t18130714-2","7/14/1813"
"Perceval-street, in the parish of St. James, Clerkenwell","crimeLocation","t18130714-26","7/14/1813"
"Lower Holborn","crimeLocation","t18130714-35","7/14/1813"
"Lower Holborn","crimeLocation","t18130714-35","7/14/1813"
"St. Faith under St. Paul's","crimeLocation","t18130714-46","7/14/1813"
"Tom's coffee-house in Cor","crimeLocation","t18130714-47","7/14/1813"
"Holborn-hill, in the parish of St. Andrew, Holborn","crimeLocation","t18130714-48","7/14/1813"
"Minories","crimeLocation","t18130714-49","7/14/1813"
"Holborn","crimeLocation","t18130714-52","7/14/1813"
"Cannon-street, Ratcliffe-highway","crimeLocation","t18130714-53","7/14/1813"
"Oxford-street","crimeLocation","t18130714-54","7/14/1813"
"Theobalds-road","crimeLocation","t18130714-67","7/14/1813"
"Southampton-row, in the parish of St. George Bloomsbury","crimeLocation","t18130714-70","7/14/1813"
"David-street","crimeLocation","t18130714-79","7/14/1813"
"Hampstead-road","crimeLocation","t18130714-93","7/14/1813"
"West Smithfield","crimeLocation","t18130714-99","7/14/1813"
"Haymarket","crimeLocation","t18130714-104","7/14/1813"
"Drury-lane","crimeLocation","t18130714-107","7/14/1813"
"Gracechurch-street","crimeLocation","t18130714-11","7/14/1813"
"Cheapside","crimeLocation","t18130714-111","7/14/1813"
"Cheapside","crimeLocation","t18130714-11","7/14/1813"
"Lower Chapman-street, Cannon-street-road","crimeLocation","t18130714-112","7/14/1813"
"Lower Chapman-street, Cannon-street-road","crimeLocation","t18130714-11","7/14/1813"
"Parker's-street","crimeLocation","t18130714-11","7/14/1813"
"Parker's-street","crimeLocation","t18130714-113","7/14/1813"
"parish of St. Mary, Islington","crimeLocation","t18130714-115","7/14/1813"
"parish of St. Mary, Islington","crimeLocation","t18130714-11","7/14/1813"
"Bull-inn, Friday-street, Cheapside","crimeLocation","t18130714-12","7/14/1813"
"Pinner","crimeLocation","t18130714-12","7/14/1813"
"Pinner","crimeLocation","t18130714-126","7/14/1813"
"Lime-street","crimeLocation","t18130714-12","7/14/1813"
"St. Martin's Church-yard","crimeLocation","t18130714-21","7/14/1813"
"Whitecross-street","crimeLocation","t18130915-1","9/15/1813"
"Clerkenwell-green","crimeLocation","t18130915-68","9/15/1813"
"Lower East Smitfield","crimeLocation","t18130915-1","9/15/1813"
"Lower East Smitfield","crimeLocation","t18130915-128","9/15/1813"
"Worship-street","crimeLocation","t18130915-136","9/15/1813"
"Worship-street","crimeLocation","t18130915-1","9/15/1813"
"Lisson-grove","crimeLocation","t18130915-1","9/15/1813"
"Lisson-grove","crimeLocation","t18130915-143","9/15/1813"
"Bell tavern, in Foster-lane, Cheapside","crimeLocation","t18130915-1","9/15/1813"
"Well-street","crimeLocation","t18130915-1","9/15/1813"
"Well-street","crimeLocation","t18130915-103","9/15/1813"
"Charles-street, Wapping-wall","crimeLocation","t18130915-1","9/15/1813"
"Charles-street, Wapping-wall","crimeLocation","t18130915-111","9/15/1813"
"High Holborn","crimeLocation","t18130915-1","9/15/1813"
"High Holborn","crimeLocation","t18130915-114","9/15/1813"
"High-street, St. Giles's","crimeLocation","t18130915-1","9/15/1813"
"High-street, St. Giles's","crimeLocation","t18130915-121","9/15/1813"
"Ship-alley, Wellclose-square","crimeLocation","t18130915-69","9/15/1813"
"Strand","crimeLocation","t18130915-70","9/15/1813"
"Ratcliffe","crimeLocation","t18130915-75","9/15/1813"
"Cranbourn-street","crimeLocation","t18130915-77","9/15/1813"
"New-road, St. George's in the East","crimeLocation","t18130915-78","9/15/1813"
"Bear-street, Leicester-square","crimeLocation","t18130915-82","9/15/1813"
"Essex-street","crimeLocation","t18130915-84","9/15/1813"
"Whitechapel","crimeLocation","t18130915-91","9/15/1813"
"Strand, between the New Church and Clement's-lane","crimeLocation","t18130915-92","9/15/1813"
"Milk-street, Cheapside","crimeLocation","t18130915-1","9/15/1813"
"Milk-street, Cheapside","crimeLocation","t18130915-152","9/15/1813"
"Grove-farm, Kentish Town","crimeLocation","t18130915-18","9/15/1813"
"Grove-farm, Kentish Town","crimeLocation","t18130915-1","9/15/1813"
"Feathers public-house, the corner of Brownlow-street, Edgware-road","crimeLocation","t18130915-20","9/15/1813"
"Poets-gallery, Fleet-street","crimeLocation","t18130915-23","9/15/1813"
"Roebuck public-house, Mill-bank","crimeLocation","t18130915-32","9/15/1813"
"East India dock","crimeLocation","t18130915-33","9/15/1813"
"Great Russell-street, Covent Garden","crimeLocation","t18130915-39","9/15/1813"
"Oxford-street, coming past Cumberland-gate","crimeLocation","t18130915-40","9/15/1813"
"London Dock","crimeLocation","t18130915-42","9/15/1813"
"Lower East Smithfield","crimeLocation","t18130915-52","9/15/1813"
"Newgate-street","crimeLocation","t18130915-57","9/15/1813"
"Minories","crimeLocation","t18130915-63","9/15/1813"
"Whitecross-street","crimeLocation","t18130915-126","9/15/1813"
"Upper King-street, Holborn","crimeLocation","t18131027-72","10/27/1813"
"Upper King-street, Holborn","crimeLocation","t18131027-7","10/27/1813"
"Tower-street","crimeLocation","t18131027-7","10/27/1813"
"Tower-street","crimeLocation","t18131027-79","10/27/1813"
"Smithfield","crimeLocation","t18131027-80","10/27/1813"
"Bath-street","crimeLocation","t18131027-80","10/27/1813"
"Paul's wharf","crimeLocation","t18131027-91","10/27/1813"
"Parliament-street","crimeLocation","t18131027-92","10/27/1813"
"Parliament-street","crimeLocation","t18131027-93","10/27/1813"
"Fleet-street","crimeLocation","t18131027-1","10/27/1813"
"Fleet-street","crimeLocation","t18131027-19","10/27/1813"
"Wentworth-street","crimeLocation","t18131027-2","10/27/1813"
"Cannon-street","crimeLocation","t18131027-2","10/27/1813"
"Cannon-street","crimeLocation","t18131027-21","10/27/1813"
"Lothbury","crimeLocation","t18131027-22","10/27/1813"
"Lothbury","crimeLocation","t18131027-2","10/27/1813"
"Paul's-wharf, in the City of London","crimeLocation","t18131027-29","10/27/1813"
"Paul's-wharf, in the City of London","crimeLocation","t18131027-2","10/27/1813"
"Poland-street","crimeLocation","t18131027-36","10/27/1813"
"Wych-street","crimeLocation","t18131027-42","10/27/1813"
"Vinegar-yard, St. Giles's","crimeLocation","t18131027-45","10/27/1813"
"Drury-lane Playhouse","crimeLocation","t18131027-46","10/27/1813"
"St. Paul's-church-yard","crimeLocation","t18131027-49","10/27/1813"
"Goswell-street","crimeLocation","t18131027-61","10/27/1813"
"Thames-street","crimeLocation","t18131027-61","10/27/1813"
"parish church of St. Pancras, in the county of Middlesex","crimeLocation","t18131027-62","10/27/1813"
"Bury-street, St. Mary Axe","crimeLocation","t18131027-65","10/27/1813"
"Ludgate-hill","crimeLocation","t18131027-66","10/27/1813"
"Giltspur-street","crimeLocation","t18131027-7","10/27/1813"
"Westwood, in the parish of Abbot Langley, in Hertfordshire","crimeLocation","t18131027-1","10/27/1813"
"Westwood, in the parish of Abbot Langley, in Hertfordshire","crimeLocation","t18131027-10","10/27/1813"
"Bull-yard, in Swallow-street","crimeLocation","t18131027-1","10/27/1813"
"Bull-yard, in Swallow-street","crimeLocation","t18131027-100","10/27/1813"
"Bull-yard, in Swallow-street","crimeLocation","t18131027-10","10/27/1813"
"Tower-hill","crimeLocation","t18131027-1","10/27/1813"
"Tower-hill","crimeLocation","t18131027-101","10/27/1813"
"Tower-hill","crimeLocation","t18131027-10","10/27/1813"
"Princes-street, Drury-lane","crimeLocation","t18131027-106","10/27/1813"
"Princes-street, Drury-lane","crimeLocation","t18131027-1","10/27/1813"
"Princes-street, Drury-lane","crimeLocation","t18131027-10","10/27/1813"
"Garraway's coffee-house","crimeLocation","t18131027-1","10/27/1813"
"Garraway's coffee-house","crimeLocation","t18131027-11","10/27/1813"
"Bow-street","crimeLocation","t18131027-1","10/27/1813"
"Bow-street","crimeLocation","t18131027-118","10/27/1813"
"Bow-street","crimeLocation","t18131027-11","10/27/1813"
"Princes-street, Soho","crimeLocation","t18131027-1","10/27/1813"
"Princes-street, Soho","crimeLocation","t18131027-128","10/27/1813"
"Mansfield lay at Hoare's wharf, on the Wapping side of the river","crimeLocation","t18131027-1","10/27/1813"
"Mansfield lay at Hoare's wharf, on the Wapping side of the river","crimeLocation","t18131027-13","10/27/1813"
"Castle-street, Holborn","crimeLocation","t18131027-1","10/27/1813"
"Castle-street, Holborn","crimeLocation","t18131027-13","10/27/1813"
"Castle-street, Holborn","crimeLocation","t18131027-130","10/27/1813"
"Isle-worth","crimeLocation","t18131027-1","10/27/1813"
"Isle-worth","crimeLocation","t18131027-140","10/27/1813"
"Green's-court, in St. James's parish","crimeLocation","t18131201-1","12/1/1813"
"Bagnigge Wells","crimeLocation","t18131201-87","12/1/1813"
"Barbican","crimeLocation","t18131201-12","12/1/1813"
"Bath hotel in Harlington-street, Piccadilly","crimeLocation","t18131201-1","12/1/1813"
"Bath hotel in Harlington-street, Piccadilly","crimeLocation","t18131201-14","12/1/1813"
"Custom-house quay","crimeLocation","t18131201-21","12/1/1813"
"St. Martin's in the fields","crimeLocation","t18131201-43","12/1/1813"
"Edgeware-road","crimeLocation","t18131201-45","12/1/1813"
"Finchley","crimeLocation","t18131201-67","12/1/1813"
"Holborn","crimeLocation","t18131201-7","12/1/1813"
"Enfield Chase","crimeLocation","t18131201-73","12/1/1813"
"Enfield Chase","crimeLocation","t18131201-7","12/1/1813"
"St. Mary-street, Whitechapel","crimeLocation","t18131201-7","12/1/1813"
"St. Mary-street, Whitechapel","crimeLocation","t18131201-76","12/1/1813"
"Barbican","crimeLocation","t18131201-1","12/1/1813"
"Back-lane","crimeLocation","t18140112-35","1/12/1814"
"High Holborn","crimeLocation","t18140112-69","1/12/1814"
"Long cottage, City-road","crimeLocation","t18140112-71","1/12/1814"
"Crown-street, Finsbury-square","crimeLocation","t18140112-83","1/12/1814"
"Great Russel-street, Bloomsbury","crimeLocation","t18140112-85","1/12/1814"
"Turk's Head yard, East-street","crimeLocation","t18140112-90","1/12/1814"
"Dogget's-court, Moorfields","crimeLocation","t18140112-94","1/12/1814"
"67, Hoxton","crimeLocation","t18140112-102","1/12/1814"
"Dean-street into St. Ann's-court","crimeLocation","t18140112-109","1/12/1814"
"St. Paul's church-yard","crimeLocation","t18140112-26","1/12/1814"
