Royal Exchange, London, England
St. George's coffee-house, London, England
St. George's coffee-house, London, England
Foster-lane, Cheapside, the Sun Tavern, London, England
Angel Inn, the back of St. Clement's, London, England
Ram-alley, Gingerbread court, Bishopsgate-court, London, England
Sun-street, No. 7, London, England
Grafton-street, London, England
Bridge-street, Westminster, London, England
ship Eliza, London, England
Ship alehouse, Turnstile, Holborn, London, England
Downing-street, Westminster, London, England
Portland-place, London, England
No. 11, Steward's-rents, Great Wild-street, London, England
No. 11, Steward's-rents, Great Wild-street, London, England
No. 40, Great Russell-street, Bloomsbury, London, England
No. 40, Great Russell-street, Bloomsbury, London, England
New Bond-street, London, England
New Bond-street, London, England
Hanworth, London, England
Hanworth, London, England
Baylis-court, Bell-yard, London, England
Duke of York's Head, Fulwood's-rents, Holborn, London, England
Fish-street-hill, London, England
Richmond-street, London, England
Richmond-street, London, England
Fish-street-hill, London, England
Long-alley, Moorfields, London, England
Long-alley, Moorfields, London, England
Thames-street, London, England
Strand, London, England
Strand, London, England
High Holborn, London, England
Ely-court, London, England
Twickenham, London, England
Holborn-hill, London, England
Chiswell-street, London, England
No. 4, Broad-street, Carnaby-market, London, England
Basinghall-street, London, England
Blackfriars Bridge, London, England
No. 65, Gray's-inn-lane, London, England
St. Paul's church-yard, London, England
St. Paul's church-yard, London, England
Castle-street in Holborn, London, England
No. 52, Fleet-street, the sign of the Three Pigeons and Mitre, London, England
Green-street, London, England
Grice's-alley, Wellclose-square, London, England
Spital-square, London, England
Spital-square, London, England
Bishopsgate-street, London, England
Sun-street, London, England
Galleyquay, London, England
Cox's quay, London, England
Mutton-hill, London, England
New-court, Peter's-lane, Cow-cross, London, England
Oxford-street, London, England
the Catherine-wheel Inn, Bishopsgate-street, London, England
No. 286, Strand, London, England
No. 10, Little Suffolk-street, Haymarket, London, England
the Conduit, in Conduit-street, Hanover-square, London, England
Cock-hill, Ratcliff, London, England
Newgate-market, London, England
No. 7, Norfolk-street, London, England
No. 7, Norfolk-street, London, England
No. 35, Litchfield-street, Soho, London, England
No. 35, Litchfield-street, Soho, London, England
Yorkplace, Baker-street, Portman-square, London, England
Yorkplace, Baker-street, Portman-square, London, England
Foster-lane, London, England
Gloucester-place, in the parish of St. Andrew, Holborn, London, England
Gloucester-place, in the parish of St. Andrew, Holborn, London, England
Portland-place, London, England
Portland-place, London, England
Leadenhall-street, London, England
Leadenhall-street, London, England
St. John's-street, London, England
St. John's-street, London, England
the Ann, of Blyth, lying in New-Crane tier, in the middle of the river, on the north side of the stream, London, England
Lower Brook-street, London, England
Lower Brook-street, London, England
Red-lion-street, Whitechapel, London, England
Red-lion-street, Whitechapel, London, England
St Swithin's-lane, London, England
St. John's-street, London, England
St. John's-street, London, England
Hoxton, London, England
Hoxton, London, England
Earl-street, Black-frairs, London, England
Earl-street, Black-frairs, London, England
Thames-street, London, England
Thames-street, London, England
Lombard-street, London, England
St. Matthew's, Bethnal-green, London, England
Queen's Head, Darkhouse-lane, London, England
Cannon coffee-house, Cockspur-street, London, England
Cannon coffee-house, Cockspur-street, London, England
New Hummums, in Covent-garden, London, England
New Hummums, in Covent-garden, London, England
Oxford-street, London, England
Oxford-street, London, England
Strand, London, England
Strand, London, England
Kenton Green, in the parish of Harrow, London, England
Kenton Green, in the parish of Harrow, London, England
East-Smithfield, London, England
Blackmoor-street, Drury-lane, London, England
Stepney-fair, London, England
No. 127, Jermyn-street, London, England
Hatfield-street, Goswell street, London, England
Blackwall, London, England
Cheapside, London, England
Westminster School, London, England
Minories, London, England
Old Pye-street, Westminster, London, England
Old Pye-street, Westminster, London, England
Lower Thames-street, London, England
Cornhill, London, England
Cow-cross, London, England
No. 11, Steward's-rents, Wild-street, London, England
Steven-street, in the parish of St. Pancras, London, England
New Gravel-lane, London, England
Crown-court, Cheapside, London, England
George, in Crown-street, Soho, London, England
George, in Crown-street, Soho, London, England
New Bond-street, London, England
No. 9, London-place, Hackney, London, England
No. 4, Bury-place, Bloomsbury, London, England
Duck-lane, Westminster, London, England
No. 437, Oxford-street, London, England
Britannia-row Lambeth, London, England
Britannia-row Lambeth, London, England
Newgate-street, London, England
Newgate-street, London, England
14, Cable-street, Wellclose-square, London, England
14, Cable-street, Wellclose-square, London, England
Sloane-street, London, England
Sloane-street, London, England
Old Gravel-lane, in the parish of St. George's, London, England
Old Gravel-lane, in the parish of St. George's, London, England
36, St. Paul's Church-yard, London, England
36, St. Paul's Church-yard, London, England
St. Mary-Axe, London, England
Shoe-lane, in Fleet-street, London, England
Moorfields, London, England
Moorfields, London, England
Goswell-street, London, England
Mile End-road, London, England
Hammersmith, London, England
Fulham, London, England
Brook-street, Holborn, London, England
Pentonville, London, England
Shadwell, London, England
No. 30, East Smithfield, London, England
No. 30, East Smithfield, London, England
Bishopsgate-street, London, England
Bishopsgate-street, London, England
at No. 1, Chapter-house-court, St. Paul's Church-yard, St. Gregory's parish, London, England
Hampstead, London, England
No. 14, Worship-street, St. Leonard, Shoreditch, London, England
No. 3, Church-street, St. Giles's, London, England
No. 3, Church-street, St. Giles's, London, England
St. Martin's-lane, London, England
parish of St. Luke's, Chelsea, London, England
Wood-street, London, England
Wood-street, London, England
White-street, Little Moorfields, London, England
72 Oxford Street, London, England
37 Upper Berkley Street, Marybone, London, England
Twickenham, London, England
Twickenham, London, England
Bartholomew Coffee-house, London, England
Bartholomew Coffee-house, London, England
Clements-lane, London, England
Well Cross Court, Old Gravel lane, London, England
137, Old Gravel-lane, London, England
137, Old Gravel-lane, London, England
137, Old Gravel-lane, London, England
31, Playhouse-yard, White cross-street, London, England
31, Playhouse-yard, White cross-street, London, England
31, Playhouse-yard, White cross-street, London, England
No. 7, Aldgate, London, England
No. 7, Aldgate, London, England
Portabella passage, London, England
Portabella passage, London, England
Portabella passage, London, England
Goswell-street, London, England
Goswell-street, London, England
Goswell-street, London, England
44, Evesham buildings, London, England
44, Evesham buildings, London, England
44, Evesham buildings, London, England
the Brig Charlotte, London, England
the Brig Charlotte, London, England
Westminster-bridge, London, England
Westminster-bridge, London, England
Titchfield-street, London, England
Titchfield-street, London, England
No. 106, Bunhill-row, London, England
No. 106, Bunhill-row, London, England
Golden-lane, London, England
Seymore-place, in the parish of St. Giles's, London, England
Seymore-place, in the parish of St. Giles's, London, England
Union club-house, St. James's square, London, England
48, Skinner-street, Snow-hill, London, England
48, Skinner-street, Snow-hill, London, England
Bull and Mouth-street, London, England
name of the lighter was the Jonathan, London, England
Charles-street, London, England
Church Street, in the parish of St. John, Hackney, London, England
Church Street, in the parish of St. John, Hackney, London, England
Boar's head yard, King's-street, Westminster, London, England
Boar's head yard, King's-street, Westminster, London, England
